Name,Size,Type,Tag,Alignment,CR,[PH],Spellcaster,Legendary,Lair,Unique,Familiar,Template,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other Plane,Source,Page
Greed Swarm,Medium,Construct,Swarm,Unaligned,1/2,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,184
Rum Lord,Small,Fey,,Chaotic Evil,4,,x,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,185
Grimmlet,Tiny,Monstrosity,,Unaligned,1,,x,,,,,,,,,,,x,,,,,,,Tome of Beasts 2,186
Grimmlet Swarm,Large,Monstrosity,Swarm,Unaligned,14,,x,,,,,,,,,,,x,,,,,,,Tome of Beasts 2,187
Guiguai,Medium,Undead,,Any,4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,188
Gulper Behemoth,Gargantuan,Monstrosity,,Unaligned,9,,,,x,,,,,,,,,,,,,x,,,Tome of Beasts 2,190
Haleshi,Large,Fey,,Lawful Neutral,7,,x,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,191
Hantu Penanggal,Medium,Fiend,,Any Evil,8,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,192
Harbinger of Wrath,Gargantuan,Construct,,Chaotic Evil,20,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,193
Harefolk,Small,Humanoid,Harefolk,Chaotic Good,1/4,,,,,,,,x,,,,x,,,,,,,,Tome of Beasts 2,194
Egret Harpy,Medium,Monstrosity,,Neutral,2,,x,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,195
Heggarna,Tiny,Aberration,,Neutral Evil,1,,,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,196
Helashruu,Huge,Aberration,,Chaotic Evil,13,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,197
Herald of Slaughter,Large,Fiend,,Chaotic Evil,11,,x,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,198
Herald of the Void,Large,Fiend,,Chaotic Evil,11,,,x,,,,,,,,,,,,,,,,x,Tome of Beasts 2,199
Hodag,Large,Beast,,Unaligned,3,,,,,,,,,,,x,x,x,,,,,,,Tome of Beasts 2,200
Hongaek,Large,Elemental,,Neutral Evil,8,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,201
Hooden Horse,Medium,Undead,,Lawful Evil,6,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,202
Huecambra,Large,Monstrosity,,Unaligned,8,,,,,,,,,,,x,,,,x,,,,,Tome of Beasts 2,203
Huli Jing,Medium,Fey,Shapechanger,Neutral,9,,x,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,204
Giant Husk,Huge,Undead,,Chaotic Evil,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,205
Husk,Medium,Undead,,Chaotic Evil,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,205
Hverhuldra,Small,Fey,,Neutral Good,6,,x,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,206
Bloom Hydra,Medium,Plant,,Unaligned,6,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,207
Chameleon Hydra,Huge,Monstrosity,,Unaligned,10,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,208
Ice Bogie,Small,Fey,,Chaotic Neutral,1/8,,,,,,,,x,,,,,,,,,,x,,Tome of Beasts 2,209
Ikuchi,Gargantuan,Elemental,,Chaotic Neutral,8,,,,,,,,,x,,,,,,,,x,,x,Tome of Beasts 2,210
"Illhveli, Kembingur",Gargantuan,Monstrosity,,Chaotic Evil,12,,,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,211
"Illhveli, Nauthveli",Gargantuan,Monstrosity,,Chaotic Evil,16,,,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,212
Incarnate Gloom,Gargantuan,Undead,,Neutral Evil,13,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,213
Infernal Centaur,Medium,Fiend,,Lawful Evil,4,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,214
Infernal Swarm,Huge,Fiend,"Swarm, Devil",Lawful Evil,12,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,215
Initiate of the Elder Elementals,Small,Humanoid,Kobold,Any Evil,2,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,216
Irid,Small,Humanoid,Kobold,Any Evil,2,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,216
Jack of Strings,Medium,Fey,,Chaotic Neutral,5,,,,,,,,,,,x,x,,,,,,x,x,Tome of Beasts 2,218
Kachlian,Huge,Aberration,,Neutral Evil,8,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,219
Kamaitachi,Small,Monstrosity,Shapechanger,Chaotic Neutral,5,,,,,,,,x,,,x,,,,,,,,,Tome of Beasts 2,220
Gorao-Ka,Tiny,Fey,Kami,Neutral Good,1/8,,,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,221
Hebi-Doku,Medium,Fey,Kami,Chaotic Evil,8,,,,,,,,,,x,x,x,,,x,x,,x,,Tome of Beasts 2,222
Naizu-Ha,Small,Fey,Kami,Neutral Evil,6,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,223
Sasori Fukurowashi,Medium,Fey,Kami,Neutral Good,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,224
Kaveph,Huge,Aberration,,Neutral Evil,6,,,,,,,,,,,,,,,,x,,,x,Tome of Beasts 2,225
Keelbreaker Crab,Huge,Monstrosity,,Unaligned,9,,,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,226
Kelp Eel,Huge,Plant,,Unaligned,10,,,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,227
Kezai,Medium,Monstrosity,,Unaligned,4,,,,,,,,,,x,,,x,,,,,,,Tome of Beasts 2,228
Khodumodumo,Gargantuan,Monstrosity,,Unaligned,14,,,,,,,,,,,,x,x,,,,,,,Tome of Beasts 2,229
Kirikari,Huge,Monstrosity,,Unaligned,9,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,230
Knight Ab-errant,Large,Humanoid,,Any,5,,,,,,,,,,,,,x,,,,,x,,Tome of Beasts 2,231
Kobold Spellclerk,Small,Humanoid,Kobold,Lawful Neutral,1/2,,x,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,232
Kobold War Machine,Large,Construct,,Unaligned,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,233
Lambent Witchfyre,Large,Aberration,,Unaligned,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,234
Lava Keeper,Huge,Elemental,,Lawful Neutral,18,,x,,,,,,,,,,,x,x,,,,,x,Tome of Beasts 2,235
Lazivik,Tiny,Fey,,Neutral Good,3,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,236
Virtuoso Lich,Medium,Undead,,Any Evil,12,,x,x,x,,,,,,,,,,,,,,x,,Tome of Beasts 2,238
Vent Linnorm,Gargantuan,Dragon,,Neutral Evil,16,,,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,239
Locksmith,Medium,Construct,,Unaligned,8,,x,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,240
Luck Leech,Medium,Fey,,Neutral Evil,10,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,241
Greater Lunarchidna,Medium,Aberration,,Neutral Evil,4,,x,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,242
Lesser Lunarchidna,Medium,Aberration,,Neutral Evil,2,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,242
Transcendent Lunarchidna,Medium,Aberration,,Neutral Evil,6,,x,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,244
Lunarian,Medium,Fey,,Neutral,5,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,245
Werewowl,Medium,Humanoid,"Elf, Shapechanger",Lawful Evil,5,,,,,,,,,,,x,,,x,,,,x,,Tome of Beasts 2,246
Wereshark,Large,Humanoid,"Human, Shapechanger",Chaotic Evil,5,,,,,,,,,x,,,,,,,,x,x,,Tome of Beasts 2,247
Lymarien,Tiny,Fey,,Neutral Good,1/8,,,,,,v,,,,,x,x,,,,,,,,Tome of Beasts 2,248
Lymarien Swarm,Large,Fey,Swarm,Neutral Good,5,,x,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,248
Mad Piper,Large,Construct,,Neutral,2,,,,,,,,,,,,,x,,,,,x,,Tome of Beasts 2,250
Magma Octopus,Large,Elemental,,Neutral,8,,,,,,,,,,,,,,x,,x,,,x,Tome of Beasts 2,251
Minor Malleable,Medium,Aberration,,Chaotic Evil,1,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,252
Moderate Malleable,Large,Aberration,,Chaotic Evil,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,253
Major Malleable,Huge,Aberration,,Chaotic Evil,10,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,254
Massive Malleable,Gargantuan,Aberration,,Chaotic Evil,16,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,255
Manggus,Large,Giant,Shapechanger,Chaotic Evil,5,,,,,,,,,,,x,,,,x,,,,,Tome of Beasts 2,256
Mari Lwyd,Large,Undead,,Neutral,4,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,257
Marsh Dire,Medium,Undead,,Neutral Evil,8,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,258
Mei Jiao Shou,Gargantuan,Beast,,Unaligned,7,,,,,,,,,,,,x,x,,,,,,,Tome of Beasts 2,259
Moonkite,Large,Celestial,,Lawful Good,5,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,260
Mountain Strider,Large,Monstrosity,,Chaotic Neutral,1,,,,,,,,,,,,,,x,,,,,,Tome of Beasts 2,261
Scroll Mummy,Medium,Undead,,Neutral,6,,x,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,262
Murgrik,Large,Aberration,,Chaotic Evil,9,,,,,,,,,,,,,,,x,,,,x,Tome of Beasts 2,263
Mydnari,Medium,Humanoid,,Neutral Evil,1/2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,264
Swamp Naga,Large,Monstrosity,,Lawful Evil,6,,x,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,265
Narshark,Large,Monstrosity,,Unaligned,1/2,,,,,,,,,,,,x,x,x,,,,,,Tome of Beasts 2,266
Bone Colossus,Gargantuan,Undead,,Chaotic Evil,13,,,,,x,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,267
Death Barque,Gargantuan,Undead,,Neutral Evil,12,,,,,x,,,,,,,,,,,,x,,,Tome of Beasts 2,268
Nharyth,Huge,Aberration,,Chaotic Evil,9,,,,,,,,,,,,,,,,x,,,x,Tome of Beasts 2,269
Noth-Norren,Gargantuan,Elemental,,Chaotic Evil,13,,,,,,,,,,,,x,,,,,,,x,Tome of Beasts 2,270
Nyctli,Tiny,Fey,,Chaotic Evil,1/4,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,271
Nyctli Swarm,Large,Fey,Swarm,Chaotic Evil,10,,x,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,271
Mountain Nymph,Medium,Fey,,Chaotic Neutral,6,,x,,,,,,,,,,,,x,,,,,,Tome of Beasts 2,272
Oasis Keeper,Huge,Monstrosity,,Unaligned,9,,,,,,,,,,x,,,,,,,x,,,Tome of Beasts 2,273
One-Horned Ogre,Large,Giant,,Any Evil,5,,x,,,,,,,,,,,x,x,,,,,,Tome of Beasts 2,274
Ogrepede,Huge,Undead,,Chaotic Evil,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,275
Onyx Magistrate,Large,Construct,,Lawful Evil,8,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,276
Amber Ooze,Large,Ooze,,Unaligned,4,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,277
Eldritch Ooze,Large,Ooze,,Unaligned,5,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,278
Ichor Ooze,Medium,Ooze,,Neutral Evil,2,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,279
Mineral Ooze,Large,Ooze,,Neutral,3,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,280
Tar Ooze,Large,Ooze,,Unaligned,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,281
Ophidiotaur,Large,Monstrosity,,Chaotic Evil,5,,,,,,,,,,x,,x,,,x,,,,,Tome of Beasts 2,282
Ophinix,Large,Monstrosity,,Unaligned,2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,283
Gray Orc,Medium,Humanoid,Orc,Neutral,1/4,,,,,,,,,,,,,x,x,,x,,,,Tome of Beasts 2,284
Orniraptor,Small,Monstrosity,,Unaligned,1/4,,,,,,,,,,,,,x,,,,,,,Tome of Beasts 2,285
Orphan of the Black,Small,Fey,,Neutral Evil,2,,,,,,,,,,,,,,,,,,x,x,Tome of Beasts 2,286
Ortifex,Medium,Undead,,Neutral Evil,4,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,287
Otterfolk,Small,Humanoid,Otterfolk,Chaotic Good,1/4,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,288
Overshadow,Large,Undead,,Chaotic Evil,4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,289
Pale Screamer,Medium,Aberration,,Neutral Evil,3,,,,,,,,,,,,,,,,x,x,,,Tome of Beasts 2,290
Pal-Rai-Yuk,Huge,Monstrosity,,Neutral Evil,8,,,,,,,,x,,,,,,,,x,x,,,Tome of Beasts 2,291
Parzz'val,Large,Aberration,,Chaotic Evil,8,,,,,,,,,,,,,x,,,,,,,Tome of Beasts 2,292
Peat Mammoth,Huge,Plant,,Neutral,10,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,293
Pestilence Swarm,Medium,Beast,Swarm,Unaligned,1,,,,,,,,,,,,x,,,,x,,,,Tome of Beasts 2,294
Pine Doom,Huge,Plant,,Neutral,9,,,,,,,,x,,,x,,,,,,,,,Tome of Beasts 2,295
Plague Spirit,Medium,Fey,,Unaligned,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,296
Primal Oozer,Medium,Aberration,,Neutral Evil,6,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,297
Pumpkin King,Huge,Fey,,Chaotic Neutral,10,,x,x,,x,,,,,,x,x,,,,,,,,Tome of Beasts 2,298
Pustulent Shambler,Gargantuan,Ooze,,Unaligned,13,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,299
Putrescent Slime,Medium,Ooze,,Unaligned,1,,,,,,,,,,,,,,,,,,,,Tome of Beasts 2,300
Qiqirin,Small,Monstrosity,,Neutral,2,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,301
Tormented Qiqirin,Large,Fiend,,Chaotic Evil,10,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,302
Quickserpent,Large,Beast,,Unaligned,4,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,303
Quoreq,Medium,Aberration,,Chaotic Evil,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,304
Radiant Spark Swarm,Medium,Elemental,Swarm,Neutral,3,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,305
Repository,Medium,Construct,,Unaligned,7,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,306
Righteous Sentinel,Large,Construct,,Lawful Good,9,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,307
Rock Roach,Medium,Beast,,Unaligned,2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,308
Rotsam,Tiny,Ooze,,Unaligned,2,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,309
Rotsam Swarm,Large,Ooze,Swarm,Unaligned,6,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,309
Runeswarm,Large,Construct,Swarm,Unaligned,10,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,310
Salamander Monarch,Large,Elemental,,Neutral Evil,13,,x,,,,,,,,,,,,x,,,,,x,Tome of Beasts 2,311
Sapphire Jelly,Medium,Ooze,,Unaligned,6,,,,,,,,x,,,,,,x,,x,,,,Tome of Beasts 2,312
Sarsaok,Huge,Monstrosity,,Unaligned,7,,,,,,,,,,,,,x,x,,,,,,Tome of Beasts 2,313
Sasquatch,Large,Beast,,Unaligned,5,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,314
Satarre Destroyer,Medium,Humanoid,Satarre,Neutral Evil,3,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,315
Satarre Mystic,Medium,Humanoid,Satarre,Neutral Evil,3,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,316
Yskarakta,Large,Fiend,,Neutral Evil,12,,,x,,x,,,,,,,,,,,,,,x,Tome of Beasts 2,317
Scarlet Ibis,Medium,Monstrosity,,Neutral,5,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,318
Scrofin,Medium,Fey,,Lawful Neutral,2,,,,,,,,,,,x,x,,,x,,,,,Tome of Beasts 2,319
Sema,Small,Aberration,,Neutral Evil,1,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,320
Servant of the Unsated God,Medium,Undead,,Neutral Evil,4,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,321
Shadow Boxer,Small,Fey,,Chaotic Neutral,3,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,322
Shadow of Death,Large,Celestial,,Chaotic Evil,21,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,323
Shimmer Seal,Medium,Beast,,Unaligned,5,,,,,,,,x,,,,,,,,,x,,,Tome of Beasts 2,324
Shriekbat,Huge,Monstrosity,,Unaligned,9,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,325
Shukankor,Huge,Aberration,,Chaotic Evil,9,,,,,,,,,,x,,x,x,,,,,,,Tome of Beasts 2,326
Shurale,Medium,Fey,,Neutral Evil,7,,x,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,327
Silenal,Small,Fey,,Chaotic Neutral,7,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,328
Sulsha,Large,Humanoid,Simian,Lawful Evil,4,,,,,,,,,,,x,,x,x,,,,,,Tome of Beasts 2,329
Cackling Skeleton,Medium,Undead,,Neutral Evil,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,330
Silver Dragon Wyrmling Skeleton,Medium,Undead,,Lawful Evil,2,,,,,,,x,x,,,,,,x,,,,,,Tome of Beasts 2,331
Veteran Swordbreaker Skeleton,Medium,Undead,,Lawful Evil,3,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,332
Snake with a Hundred Mage Hands,Small,Monstrosity,,Neutral,3,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,333
Snow Terror,Large,Fiend,Shapechanger,Chaotic Evil,8,,,,,,,,x,,,,,,,,,,,x,Tome of Beasts 2,334
Somberweave,Medium,Fey,,Neutral Evil,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,335
Spellhound,Large,Monstrosity,,Lawful Neutral,4,,,,,,,,,,,x,x,x,,,,,,x,Tome of Beasts 2,336
Ssadar,Medium,Humanoid,,Chaotic Evil,3,,,,,,,,,,x,x,,,,,,,,,Tome of Beasts 2,337
Stellar Rorqual,Gargantuan,Aberration,,Neutral,12,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,338
Stone Creeper,Medium,Plant,,Unaligned,1,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,339
Storm Maiden,Medium,Elemental,,Chaotic Evil,4,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,340
Stormboar,Large,Monstrosity,,Unaligned,6,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,341
Swamp Lily,Medium,Plant,,Unaligned,7,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,342
Swampgas Bubble,Medium,Ooze,,Unaligned,2,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,343
Tembril,Large,Monstrosity,,Unaligned,6,,,,,,,,x,,,x,,,,,,,,,Tome of Beasts 2,344
Tetomatli,Large,Construct,,Chaotic Evil,8,,,,,,,,,,,x,,,,,,,x,,Tome of Beasts 2,345
Thornheart Guardian,Large,Construct,,Lawful Evil,9,,,,,,,,,,,x,,,,x,,,,,Tome of Beasts 2,346
Thrummren,Gargantuan,Celestial,,Chaotic Good,12,,,,,,,,,,,,,,x,,,,,x,Tome of Beasts 2,347
Tidehunter,Huge,Monstrosity,,Unaligned,6,,,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,348
Timingila,Gargantuan,Monstrosity,Titan,Neutral Evil,15,,,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,349
Mangrove Treant,Huge,Plant,,Neutral,7,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,350
Tree Skinner,Medium,Fiend,,Chaotic Evil,2,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,351
Deep Troll,Large,Giant,,Chaotic Evil,4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,352
Trollkin,Medium,Humanoid,Trollkin,Neutral,1,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,352
Ulnorya,Large,Aberration,,Neutral Evil,7,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,353
Valkruung,Tiny,Monstrosity,,Chaotic Neutral,1/2,,,,,,,,,,,x,x,,,x,,,x,,Tome of Beasts 2,355
Vallowex,Large,Aberration,,Chaotic Neutral,7,,,,,,,,,,,x,,,,x,,,,,Tome of Beasts 2,356
Psychic Vampire,Medium,Undead,,Lawful Evil,13,,,x,x,,,,,,,,,,,,,,x,,Tome of Beasts 2,357
Vangsluagh,Medium,Aberration,,Chaotic Evil,4,,,,,,,,,,,,,x,,,,,,,Tome of Beasts 2,359
Vexxeh,Huge,Fiend,,Lawful Evil,6,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,360
Viiret,Large,Plant,,Unaligned,3,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,361
Voidpool,Large,Ooze,,Unaligned,5,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,362
Walled Horror,Large,Undead,,Chaotic Evil,7,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,363
Wanyudo,Large,Fiend,,Lawful Evil,8,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,364
Wardu,Medium,Aberration,,Neutral Evil,6,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,365
Warmth Thief,Tiny,Fey,,Neutral Evil,9,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,366
Werynax,Large,Monstrosity,,Unaligned,6,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,367
Wicked Skull,Tiny,Monstrosity,Shapechanger,Chaotic Neutral,1/8,,,,,,v,,,,,,,,,,x,,x,,Tome of Beasts 2,368
Willowhaunt,Huge,Undead,,Neutral Evil,5,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,369
Windy Wailer,Large,Undead,,Neutral Evil,5,,,,,,,,,x,,,,,,,,,,,Tome of Beasts 2,370
Winterghast,Medium,Undead,,Chaotic Evil,4,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,371
Wintergrim,Small,Fey,,Chaotic Good,1/2,,x,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,372
Woe Siphon,Medium,Fey,,Chaotic Neutral,3,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,373
Wood Ward,Medium,Construct,,Unaligned,1,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,374
Wraith Bear,Large,Undead,,Chaotic Evil,9,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,375
Xing Tian,Huge,Giant,,Neutral,11,,,,,,,,,,,x,,x,,,,,,,Tome of Beasts 2,376
Yaojing,Medium,Celestial,,Neutral Good,15,,x,,,,,,,,,x,x,,x,,,,,x,Tome of Beasts 2,377
Yathon,Large,Humanoid,,Neutral,7,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,378
Yavalnoi,Large,Aberration,,Chaotic Evil,6,,x,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,379
Yowler,Tiny,Undead,,Chaotic Evil,1/2,,,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,380
Yumerai,Medium,Fey,,Neutral,2,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,381
Zalikum,Huge,Construct,,Neutral Evil,7,,,,,,,,,,x,,,,,,,,,,Tome of Beasts 2,382
Zeitgeist,Medium,Humanoid,,Chaotic Neutral,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,383
Cavefish Zombie,Medium,Undead,,Neutral Evil,1/2,,,,,,,,,,,,,,,,x,x,,,Tome of Beasts 2,384
Young Blue Dragon Zombie,Large,Undead,,Neutral Evil,10,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,385
Zouyu,Huge,Monstrosity,,Chaotic Good,6,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,386
Alligator,Medium,Beast,,Unaligned,1/4,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,387
Alligator Turtle,Medium,Beast,,Unaligned,1/4,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,387
Balloon Spider,Medium,Beast,,Unaligned,1,,,,,,,,,,,x,,x,x,,,,,,Tome of Beasts 2,387
Bilby,Tiny,Beast,,Unaligned,0,,,,,,o,,,,x,,,,,,x,,,,Tome of Beasts 2,388
Bull,Large,Beast,,Unaligned,1/4,,,,,,,,,,,,x,,,,,,,,Tome of Beasts 2,388
Carrier Mosquito,Large,Beast,,Unaligned,3,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,389
Cave Goat,Small,Beast,,Unaligned,1/4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,389
Fennec Fox,Tiny,Beast,,Unaligned,1/8,,,,,,o,,,,x,,x,,,,x,,,,Tome of Beasts 2,390
Forest Falcon,Medium,Beast,,Unaligned,1/4,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,390
Frost Mole,Small,Beast,,Unaligned,3,,,,,,,,x,,,,x,,,,x,,,,Tome of Beasts 2,391
Ghoul Bat,Small,Undead,,Neutral Evil,1/4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,391
Giant Armadillo,Small,Beast,,Unaligned,1/4,,,,,,,,,,,x,x,x,,,x,,,,Tome of Beasts 2,392
Giant Frilled Lizard,Large,Beast,,Unaligned,5,,,,,,,,,,x,x,,,,,x,,,,Tome of Beasts 2,392
Giant Honey Bee,Small,Beast,,Unaligned,1/4,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,392
Giant Leech,Small,Beast,,Unaligned,1/4,,,,,,,,,,,x,x,,,x,,,,,Tome of Beasts 2,393
Giant Mongoose,Medium,Beast,,Unaligned,1/4,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,393
